# DEC: -19.5125444444444
# TRANSIENT_ID: 75564
# REDSHIFT_ERR: None
# SPECTRUM_NOTES: None
# OBS_GROUP_ID: 55
# RLAP: None
# OBS_DATE: 2021-05-03 00:00:00+00:00
# UNIT_ID: None
# SPEC_DATA_FILE: None
# RA: 198.256583333333
# SPEC_PHASE: None
# SNID_PLOT_FILE: None
# FOLLOWUP_ID: None
# REDSHIFT_QUALITY: None
# DATA_QUALITY_ID: 7
# SPEC_PLOT_FILE: None
# REDSHIFT: None
# INSTRUMENT_ID: 1

wavelength,flux,fluxerr
4615.900,2.84803e+00,7.06686e-02
4618.431,2.84283e+00,7.37994e-02
4620.962,2.67631e+00,7.66760e-02
4623.493,2.82665e+00,7.56389e-02
4626.024,2.74106e+00,7.10103e-02
4628.555,2.81550e+00,6.94175e-02
4631.086,2.86512e+00,7.14606e-02
4633.617,2.88623e+00,7.66030e-02
4636.148,2.78037e+00,7.59208e-02
4638.679,2.79123e+00,7.08675e-02
4641.210,2.96114e+00,6.88013e-02
4643.741,2.95240e+00,6.94366e-02
4646.272,3.00947e+00,7.42627e-02
4648.803,2.89232e+00,7.58015e-02
4651.334,3.01324e+00,7.23724e-02
4653.865,3.02926e+00,6.87991e-02
4656.397,3.06960e+00,6.90325e-02
4658.928,3.09922e+00,7.33070e-02
4661.459,2.96438e+00,7.62179e-02
4663.990,3.18695e+00,7.51424e-02
4666.521,3.26108e+00,7.14752e-02
4669.052,3.24871e+00,6.96685e-02
4671.583,3.35244e+00,7.30015e-02
4674.114,3.21026e+00,7.68888e-02
4676.645,3.35666e+00,7.74696e-02
4679.176,3.25886e+00,7.06920e-02
4681.707,3.22995e+00,6.79991e-02
4684.238,3.21119e+00,6.84515e-02
4686.769,3.29042e+00,7.33742e-02
4689.300,3.21529e+00,7.43637e-02
4691.831,3.17092e+00,7.03262e-02
4694.362,3.11178e+00,6.61673e-02
4696.893,2.93283e+00,6.50918e-02
4699.424,2.79425e+00,6.72155e-02
4701.955,2.66896e+00,6.92975e-02
4704.486,2.56445e+00,6.71390e-02
4707.017,2.54043e+00,6.19544e-02
4709.548,2.56378e+00,6.12002e-02
4712.079,2.37850e+00,6.17822e-02
4714.610,2.29410e+00,6.56144e-02
4717.142,2.13267e+00,6.37986e-02
4719.673,2.10554e+00,5.88493e-02
4722.204,2.12346e+00,5.67216e-02
4724.735,2.04829e+00,5.75717e-02
4727.266,1.87436e+00,6.06945e-02
4729.797,1.89312e+00,6.17657e-02
4732.328,1.75123e+00,5.77815e-02
